order_code,customer_code,,start_loc,dealer_code,f,end_loc,end_city,I,j,k,effective_time,priority,n,car_type,p,q,r,s,t,u,v,w,x,y,z,aa,ab
17065964930,1001,1001,1001,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 09:23:07,5,,XL,0,0,XL,2017-05-22 20:06:43,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065964940,1001,1001,1004,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 09:23:09,5,,XL,0,0,XL,2017-05-22 20:07:21,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065968560,1001,1001,1004,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 10:27:33,5,,XL,0,0,XL,2017-05-23 20:04:55,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065968570,1001,1001,1002,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 10:27:35,4,,XL,0,0,XL,2017-05-23 20:04:56,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065968580,1001,1001,1002,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 10:27:37,9,,XL,0,0,XL,2017-05-23 20:04:54,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065968590,1001,1001,1004,8821,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 10:27:39,2,,XL,0,0,XL,2017-05-22 19:49:10,,,0,0,8821,,8821,,2017-05-28 23:59:00
17065968600,1001,1001,1001,8821,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 10:27:41,4,,XL,0,0,XL,2017-05-22 19:49:05,,,0,0,8821,,8821,,2017-05-28 23:59:00
17065968610,1001,1001,1004,8821,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 10:27:43,3,,XL,0,0,XL,2017-05-22 19:49:06,,,0,0,8821,,8821,,2017-05-28 23:59:00
17065967810,1001,1001,1002,13123,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 10:27:59,7,,XL,0,0,XL,2017-05-24 17:44:48,,,0,0,13123,,13123,,2017-05-28 23:59:00
17065967820,1001,1001,1002,13123,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 10:28:03,7,,XL,0,0,XL,2017-05-24 17:44:50,,,0,0,13123,,13123,,2017-05-28 23:59:00
17065967950,1001,1001,1003,13123,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 10:28:39,9,,S,0,0,S,2017-05-25 19:14:29,,,0,0,13123,,13123,,2017-05-28 23:59:00
17065968770,1001,1001,1004,1362,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 10:40:19,4,,S,0,0,S,2017-05-22 20:14:50,,,0,0,1362,,1362,,2017-05-28 23:59:00
17065970230,1001,1001,1003,13171,1468,1001,1000,1020,1008,2017-05-28 00:00:00,2017-05-22 11:17:44,7,,S,0,0,S,2017-05-24 16:04:10,,,0,0,13171,,13171,,2017-05-28 23:59:00
17065970310,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:17:55,3,,XL,0,0,XL,2017-05-24 17:44:40,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970320,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:17:57,8,,XL,0,0,XL,2017-05-27 20:53:24,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970330,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:17:58,2,,XL,0,0,XL,2017-05-25 19:14:24,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970340,1001,1001,1002,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:00,1,,XL,0,0,XL,2017-05-25 19:14:25,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970350,1001,1001,1002,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:02,4,,XL,0,0,XL,2017-05-25 19:14:26,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970360,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:03,6,,XL,0,0,XL,2017-05-25 19:14:24,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970370,1001,1001,1003,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:05,7,,XL,0,0,XL,2017-05-25 19:14:23,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970380,1001,1001,1001,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:07,7,,XL,0,0,XL,2017-05-27 20:53:25,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970390,1001,1001,1003,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:08,9,,XL,0,0,XL,2017-05-25 19:14:26,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970400,1001,1001,1002,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:10,6,,XL,0,0,XL,2017-05-25 19:14:25,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065970410,1001,1001,1002,1401,1359,1167,1166,1020,1008,2017-05-30 00:00:00,2017-05-22 11:18:19,5,,S,0,0,S,2017-05-25 19:14:17,,,0,0,1401,,1401,,2017-05-28 23:59:00
17065970420,1001,1001,1002,2514,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:18:20,6, ,S,0,0,S,2017-05-22 19:49:04,,,0,0,2514,,2514,,2017-05-28 23:59:00
17065970450,1001,1001,1004,13171,1468,1001,1000,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:28,1, ,XL,0,0,XL,2017-05-24 16:04:08,,,0,0,13171,,13171,,2017-05-28 23:59:00
17065970460,1001,1001,1002,13171,1468,1001,1000,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:30,9,,XL,0,0,XL,2017-05-24 16:04:09,,,0,0,13171,,13171,,2017-05-28 23:59:00
17065970470,1001,1001,1003,13171,1468,1001,1000,1020,1008,2017-05-28 00:00:00,2017-05-22 11:18:32,5,,XL,0,0,XL,2017-05-24 16:04:06,,,0,0,13171,,13171,,2017-05-28 23:59:00
17065970480,1001,1001,1002,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:18:33,8, ,L,0,0,L,2017-05-22 20:44:26,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065970490,1001,1001,1004,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:18:35,7,,L,0,0,L,2017-05-22 20:46:21,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065971590,1001,1001,1004,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:22,4,,S,0,0,S,2017-05-22 20:14:10,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065971600,1001,1001,1002,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:24,3,,S,0,0,S,2017-05-22 20:14:02,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065971610,1001,1001,1001,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:26,9, ,S,0,0,S,2017-05-22 20:14:32,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065971670,1001,1001,1001,2514,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:39,5,,M,0,0,M,2017-05-22 19:48:56,,,0,0,2514,,2514,,2017-05-28 23:59:00
17065971760,1001,1001,1003,2514,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:54,8, ,M,0,0,M,2017-05-22 19:49:15,,,0,0,2514,,2514,,2017-05-28 23:59:00
17065971770,1001,1001,1002,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:56,3,,S,0,0,S,2017-05-22 20:14:46,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065971780,1001,1001,1001,2514,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:29:57,9, ,S,0,0,S,2017-05-22 19:49:16,,,0,0,2514,,2514,,2017-05-28 23:59:00
17065970560,1001,1001,1002,1401,1359,1167,1166,1020,1008,2017-05-30 00:00:00,2017-05-22 11:33:01,4,,S,0,0,S,2017-05-24 17:44:20,,,0,0,1401,,1401,,2017-05-28 23:59:00
17065970610,1001,1001,1002,1401,1359,1167,1166,1020,1008,2017-05-30 00:00:00,2017-05-22 11:33:10,1, ,S,0,0,S,2017-05-24 17:44:21,,,0,0,1401,,1401,,2017-05-28 23:59:00
17065970960,1001,1001,1004,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:34:14,8, ,L,0,0,L,2017-05-22 20:46:10,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065971850,1001,1001,1002,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 11:41:57,3,,S,0,0,S,2017-05-22 20:45:51,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065971980,1001,1001,1001,13485,1152,1064,1063,1020,1008,2017-05-28 00:00:00,2017-05-22 11:42:23,1,,S,0,0,S,2017-05-23 16:34:48,,,0,0,13485,,13485,,2017-05-28 23:59:00
17065971990,1001,1001,1002,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:42:25,6,,S,0,0,S,2017-05-22 20:14:28,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065972000,1001,1001,1003,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:42:27,4,,S,0,0,S,2017-05-22 20:14:20,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065972120,1001,1001,1003,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:43:10,8, ,S,0,0,S,2017-05-22 20:14:42,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065972780,1001,1001,1003,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:44:34,5,,S,0,0,S,2017-05-22 20:14:54,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065972790,1001,1001,1004,1485,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 11:44:36,1,,S,0,0,S,2017-05-22 20:13:58,,,0,0,1485,,1485,,2017-05-28 23:59:00
17065973220,1001,1001,1003,12524,18620,2252,1066,1020,1008,2017-05-23 00:00:00,2017-05-22 12:08:34,5,,M,0,0,M,2017-05-23 21:18:02,,,0,0,12524,,12524,,2017-05-28 23:59:00
17065973520,1001,1001,1003,1357,1424,1342,1062,1020,1008,2017-05-30 00:00:00,2017-05-22 12:09:29,9, ,S,0,0,S,2017-05-23 17:55:41,,,0,0,1357,,1357,,2017-05-28 23:59:00
17065973820,1001,1001,1002,1357,1424,1342,1062,1020,1008,2017-05-30 00:00:00,2017-05-22 12:22:26,3, ,S,0,0,S,2017-05-23 17:56:05,,,0,0,1357,,1357,,2017-05-28 23:59:00
917012202651,1001,1001,1002,13435,1146,1058,1057,1020,1008,9999-12-31 00:00:00,2017-05-22 12:28:46,2, ,L,0,0,L,2017-05-22 21:12:46,,,0,0,13435,,13435,,2017-05-28 23:59:00
17065975380,1001,1001,1002,1357,1424,1342,1062,1020,1008,2017-05-30 00:00:00,2017-05-22 12:35:14,6,,S,0,0,S,2017-05-23 17:55:39,,,0,0,1357,,1357,,2017-05-28 23:59:00
17065976670,1001,1001,1003,1192,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 13:13:18,8, ,S,0,0,S,2017-05-23 20:23:48,,,0,0,1192,,1192,,2017-05-28 23:59:00
17065976680,1001,1001,1003,1192,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 13:13:19,9,,S,0,0,S,2017-05-23 20:23:47,,,0,0,1192,,1192,,2017-05-28 23:59:00
17065976690,1001,1001,1002,1376,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 13:13:21,8, ,S,0,0,S,2017-05-22 21:13:01,,,0,0,1376,,1376,,2017-05-28 23:59:00
17065976730,1001,1001,1002,1192,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 13:13:27,3,,S,0,0,S,2017-05-23 20:23:43,,,0,0,1192,,1192,,2017-05-28 23:59:00
17065978290,1001,1001,1003,12953,2149,1440,1059,1020,1008,2017-05-30 00:00:00,2017-05-22 13:24:58,8, ,S,0,0,S,2017-05-23 20:29:02,,,0,0,12953,,12953,,2017-05-28 23:59:00
17065978300,1001,1001,1004,12953,2149,1440,1059,1020,1008,2017-05-30 00:00:00,2017-05-22 13:25:00,2,,S,0,0,S,2017-05-23 20:29:57,,,0,0,12953,,12953,,2017-05-28 23:59:00
17065977430,1001,1001,1002,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 13:26:18,6, ,L,0,0,L,2017-05-22 20:46:14,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065977440,1001,1001,1001,2516,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 13:26:20,6,,L,0,0,L,2017-05-22 20:46:04,,,0,0,2516,,2516,,2017-05-28 23:59:00
17065977960,1001,1001,1004,1355,1151,1063,1062,1020,1008,2017-05-27 00:00:00,2017-05-22 13:27:56,6, ,S,0,0,S,2017-05-23 17:54:31,,,0,0,1355,,1355,,2017-05-28 23:59:00
17065983820,1001,1001,1003,8821,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 14:35:31,5, ,S,0,0,S,2017-05-24 14:38:55,,,0,0,8821,,8821,,2017-05-28 23:59:00
17065983900,1001,1001,1002,13171,1468,1001,1000,1020,1008,2017-05-28 00:00:00,2017-05-22 14:35:45,2,,S,0,0,S,2017-05-25 19:05:08,,,0,0,13171,,13171,,2017-05-28 23:59:00
17065984070,1001,1001,1001,13246,1156,1068,1067,1020,1008,2017-05-28 00:00:00,2017-05-22 14:36:24,2, ,XL,0,0,XL,2017-05-23 20:04:53,,,0,0,13246,,13246,,2017-05-28 23:59:00
17065986390,1001,1001,1003,1376,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 14:59:23,2,,XL,0,0,XL,2017-05-22 21:12:57,,,0,0,1376,,1376,,2017-05-28 23:59:00
17065986400,1001,1001,1003,1376,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 14:59:24,4,,XL,0,0,XL,2017-05-22 21:12:50,,,0,0,1376,,1376,,2017-05-28 23:59:00
17065986480,1001,1001,1003,13675,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:43,1,,XL,0,0,XL,2017-05-22 22:22:21,,,0,0,13675,,13675,,2017-05-28 23:59:00
17065986490,1001,1001,1002,13675,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:45,1,,XL,0,0,XL,2017-05-22 22:22:16,,,0,0,13675,,13675,,2017-05-28 23:59:00
17065986500,1001,1001,1004,13675,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:46,6,,XL,0,0,XL,2017-05-22 22:22:25,,,0,0,13675,,13675,,2017-05-28 23:59:00
17065986510,1001,1001,1003,12981,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:48,3, ,XL,0,0,XL,2017-05-22 22:22:30,,,0,0,12981,,12981,,2017-05-28 23:59:00
17065986520,1001,1001,1001,12981,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:50,9,,XL,0,0,XL,2017-05-22 22:22:37,,,0,0,12981,,12981,,2017-05-28 23:59:00
17065986550,1001,1001,1002,12981,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:56,9, ,XL,0,0,XL,2017-05-22 22:22:43,,,0,0,12981,,12981,,2017-05-28 23:59:00
17065986560,1001,1001,1002,12981,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 14:59:58,8, ,XL,0,0,XL,2017-05-22 22:22:52,,,0,0,12981,,12981,,2017-05-28 23:59:00
17065986570,1001,1001,1003,12981,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 15:00:00,7, ,XL,0,0,XL,2017-05-22 22:22:34,,,0,0,12981,,12981,,2017-05-28 23:59:00
917012205321,1001,1001,1001,14301,1253,1261,1260,1020,1008,9999-12-31 00:00:00,2017-05-22 15:05:58,8,,S,0,0,S,2017-05-23 18:52:26,,,0,0,14301,,14301,,2017-05-28 23:59:00
917012205331,1001,1001,1004,14301,1359,1167,1166,1020,1008,9999-12-31 00:00:00,2017-05-22 15:06:01,7, ,S,0,0,S,2017-05-26 18:50:03,,,0,0,14301,,14301,,2017-05-28 23:59:00
17065987990,1001,1001,1001,9337,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 15:34:07,3, ,L,0,0,L,2017-05-23 21:17:39,,,0,0,9337,,9337,,2017-05-28 23:59:00
17065987730,1001,1001,1003,8821,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 15:37:14,6,,S,0,0,S,2017-05-24 14:38:55,,,0,0,8821,,8821,,2017-05-28 23:59:00
17065989810,1001,1001,1003,14551,1254,1262,1261,1020,1008,2017-05-30 00:00:00,2017-05-22 15:52:10,9,,S,0,0,S,2017-05-24 20:21:36,,,0,0,14551,,14551,,2017-05-28 23:59:00
17065991880,1001,1001,1001,12951,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 16:48:45,9,,S,0,0,S,2017-05-23 20:23:50,,,0,0,12951,,12951,,2017-05-28 23:59:00
17065995410,1001,1001,1002,13313,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 17:20:24,3,,L,0,0,L,2017-05-24 14:25:03,,,0,0,13313,,13313,,2017-05-28 23:59:00
17065993700,1001,1001,1001,12990,1358,1166,1165,1020,1008,2017-05-28 00:00:00,2017-05-22 17:21:17,9, ,S,0,0,S,2017-05-25 19:05:19,,,0,0,12990,,12990,,2017-05-28 23:59:00
17065993710,1001,1001,1002,12990,1358,1166,1165,1020,1008,2017-05-28 00:00:00,2017-05-22 17:21:19,2,,S,0,0,S,2017-05-25 19:20:02,,,0,0,12990,,12990,,2017-05-28 23:59:00
17065995980,1001,1001,1003,13675,1253,1261,1260,1020,1008,2017-05-30 00:00:00,2017-05-22 17:25:54,8, ,S,0,0,S,2017-05-23 18:50:44,,,0,0,13675,,13675,,2017-05-28 23:59:00
17065995990,1001,1001,1001,13313,1148,1060,1059,1020,1008,2017-05-27 00:00:00,2017-05-22 17:25:55,6,,L,0,0,L,2017-05-24 14:24:44,,,0,0,13313,,13313,,2017-05-28 23:59:00
17065997430,1001,1001,1003,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 17:31:26,9,,S,0,0,S,2017-05-25 19:14:29,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065997440,1001,1001,1001,14165,1358,1166,1165,1020,1008,2017-05-28 00:00:00,2017-05-22 17:31:28,8, ,L,0,0,L,2017-05-25 19:05:21,,,0,0,14165,,14165,,2017-05-28 23:59:00
17065997450,1001,1001,1001,14165,1358,1166,1165,1020,1008,2017-05-28 00:00:00,2017-05-22 17:31:29,3, ,L,0,0,L,2017-05-25 13:51:41,,,0,0,14165,,14165,,2017-05-28 23:59:00
17065997640,1001,1001,1004,1813,1147,1059,1058,1020,1008,2017-05-28 00:00:00,2017-05-22 17:32:15,9,,S,0,0,S,2017-05-25 19:14:28,,,0,0,1813,,1813,,2017-05-28 23:59:00
17065998230,1001,1001,1001,13398,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 17:42:05,2,,S,0,0,S,2017-05-24 14:38:55,,,0,0,13398,,13398,,2017-05-28 23:59:00
17065998270,1001,1001,1003,13398,1155,1067,1066,1020,1008,2017-05-27 00:00:00,2017-05-22 17:42:12,7, ,S,0,0,S,2017-05-27 20:57:33,,,0,0,13398,,13398,,2017-05-28 23:59:00
17065999730,1001,1001,1004,12942,1146,1058,1057,1020,1008,2017-05-27 00:00:00,2017-05-22 17:54:31,4,,S,0,0,S,2017-05-23 20:09:54,,,0,0,12942,,12942,,2017-05-28 23:59:00
17065999780,1001,1001,1002,1180,1151,1063,1062,1020,1008,2017-05-27 00:00:00,2017-05-22 17:54:40,6, ,S,0,0,S,2017-05-23 21:19:33,,,0,0,1180,,1180,,2017-05-28 23:59:00
17065999790,1001,1001,1001,1180,1151,1063,1062,1020,1008,2017-05-27 00:00:00,2017-05-22 17:54:41,5, ,S,0,0,S,2017-05-24 20:18:07,,,0,0,1180,,1180,,2017-05-28 23:59:00
17065999810,1001,1001,1004,1490,1426,1344,1343,1020,1008,2017-05-28 00:00:00,2017-05-22 17:54:44,4, ,S,0,0,S,2017-05-23 16:39:03,,,0,0,1490,,1490,,2017-05-28 23:59:00
17065999820,1001,1001,1001,1490,1426,1344,1343,1020,1008,2017-05-28 00:00:00,2017-05-22 17:54:46,5,,S,0,0,S,2017-05-23 16:39:01,,,0,0,1490,,1490,,2017-05-28 23:59:00
